OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,EXPERIMENTAL_SYSTEM
TIFA,TIFA,Affinity Capture-Western
TIFA,TIFA,Co-fractionation
TIFA,IRAK1,Affinity Capture-Western
TRAF6,IRAK1,Affinity Capture-Western
F8,PHYH,Reconstituted Complex
F8,PHYH,Affinity Capture-Western
ZFPM2,GATA1,Reconstituted Complex
CTBP2,ZFPM2,Reconstituted Complex
CTBP2,ZFPM2,Two-hybrid
RANBP2,OPN1LW,Reconstituted Complex
POU3F2,PQBP1,Two-hybrid
POU3F2,PQBP1,Affinity Capture-Western
PQBP1,WBP11,Reconstituted Complex
ATXN1,PQBP1,Affinity Capture-Western
MYD88,IRAK1,Affinity Capture-Western
MYD88,IRAK4,Affinity Capture-Western
PQBP1,POLR2A,Reconstituted Complex
TRAF6,IRAK1,Affinity Capture-Western
TRAF6,IRAK4,Affinity Capture-Western
PQBP1,POLR2A,Affinity Capture-Western
IRAK4,IRAK1,Affinity Capture-Western
IRAK4,TRAF6,Affinity Capture-Western
IRAK4,IRAK1,Biochemical Activity
TXNL4A,HNRNPF,Two-hybrid
TXNL4A,PQBP1,Two-hybrid
WBP11,PQBP1,Two-hybrid
CTBP2,KLF8,Reconstituted Complex
EDA,EDAR,Affinity Capture-Western
ARHGEF9,GPHN,Affinity Capture-Western
UBE2D2,PJA2,Reconstituted Complex
UBE2D2,PJA1,Reconstituted Complex
UBE2D2,PJA1,Affinity Capture-Western
UBE2D2,PJA2,Affinity Capture-Western
NCOA2,CCNT1,Affinity Capture-Western
GRIPAP1,CCNT1,Reconstituted Complex
BTK,GNAQ,Reconstituted Complex
BTK,GNAQ,Affinity Capture-Western
BTK,BTK,Co-crystal Structure
BTK,BLNK,Affinity Capture-MS
GRIP1,GRIPAP1,Two-hybrid
GRIP1,NUMBL,Two-hybrid
BLNK,BTK,Affinity Capture-Western
GRIP1,GRIPAP1,Affinity Capture-Western
CASP3,GRIPAP1,Biochemical Activity
EPS15,REPS2,Affinity Capture-Western
EPS15,REPS2,Far Western
WAS,FYN,Reconstituted Complex
WAS,FGR,Reconstituted Complex
WAS,NCK1,Reconstituted Complex
WAS,NCK1,Affinity Capture-Western
WAS,ITSN2,Two-hybrid
WAS,ITSN2,Affinity Capture-Western
ITSN2,WAS,Reconstituted Complex
RAB1B,CHM,Co-fractionation
SYNE1,SYNE1,Reconstituted Complex
SYNE1,LMNA,Reconstituted Complex
SYNE1,EMD,Reconstituted Complex
GMCL1,EMD,Reconstituted Complex
EMD,GMCL1,Affinity Capture-Western
DTNA,DMD,Reconstituted Complex
DTNA,SNTA1,Reconstituted Complex
ASAP1,Reps2,Affinity Capture-Western
ASAP1,Reps2,Reconstituted Complex
PXN,ASAP1,Reconstituted Complex
PXN,Reps2,Reconstituted Complex
REPS2,EPN1,Reconstituted Complex
EPN1,REPS2,Affinity Capture-Western
EPN1,REPS2,Far Western
REPS2,EPN1,Reconstituted Complex
UCHL5,PSMD8,Two-hybrid
UCHL5,HAUS7,Two-hybrid
UCHL5,PSMD8,Reconstituted Complex
UCHL5,HAUS7,Reconstituted Complex
UCHL5,HAUS7,Affinity Capture-Western
MCM10,MCM7,Co-fractionation
MCM10,LMNB1,Co-fractionation
ORC2,MCM10,Two-hybrid
MCM10,ORC2,Affinity Capture-Western
MCM4,MCM6,Affinity Capture-Western
MCM4,MCM7,Affinity Capture-Western
MCM4,MCM2,Affinity Capture-Western
CDK2,MCM4,Biochemical Activity
PPARGC1A,NR3C1,Two-hybrid
NCOA1,NR3C1,Two-hybrid
TRIM28,CEBPB,Affinity Capture-Western
TRIM28,NR3C1,Affinity Capture-Western
TRIM28,CEBPB,Reconstituted Complex
TRIM28,NR3C1,Reconstituted Complex
NR3C2,NR3C1,Reconstituted Complex
NR3C2,NR3C1,Two-hybrid
NR3C1,ONECUT1,Reconstituted Complex
PTGES3,NR3C2,Affinity Capture-Western
PTGES3,NR3C1,Affinity Capture-Western
RELA,NR3C1,Reconstituted Complex
RELA,NR3C1,Reconstituted Complex
GCKR,GCK,Two-hybrid
HLA-C,HSPA5,Affinity Capture-Western
MCM6,MCM4,Affinity Capture-Western
STMN1,HSPA8,Reconstituted Complex
MCM6,MCM7,Affinity Capture-Western
MCM6,MCM2,Affinity Capture-Western
HSPA5,LDLR,Affinity Capture-MS
HSPA5,TG,Reconstituted Complex
TG,TG,Reconstituted Complex
MCM7,MCM4,Affinity Capture-Western
MCM7,MCM2,Affinity Capture-Western
HSPA5,TG,Reconstituted Complex
HSPA5,DNAJC10,Reconstituted Complex
BUB1B,CDC27,Affinity Capture-Western
BUB1B,CDC16,Affinity Capture-Western
BUB1B,ANAPC7,Affinity Capture-Western
GOT2,HSPA8,Reconstituted Complex
GRIA4,GRIA1,Affinity Capture-Western
GRIK2,GRIK5,Affinity Capture-Western
GRIK3,GRIK5,Affinity Capture-Western
CDC27,ANAPC4,Affinity Capture-Western
CDC27,ANAPC5,Affinity Capture-Western
CDC27,CDC16,Affinity Capture-Western
CDC27,CDC23,Affinity Capture-Western
CDC27,ANAPC10,Affinity Capture-Western
CDC27,CDC26,Affinity Capture-Western
CDC27,ANAPC11,Affinity Capture-Western
CDC27,ANAPC7,Affinity Capture-Western
RAF1,CDC25A,Affinity Capture-Western
GRIA1,HOMER1,Affinity Capture-Western
GRIK1,HOMER1,Affinity Capture-Western
GRIA1,DLG1,Affinity Capture-Western
GRIA1,DLG1,Reconstituted Complex
GRIA1,DLG1,Affinity Capture-Western
DLG4,BAI1,Affinity Capture-Western
DLG4,PRKCA,Affinity Capture-Western
DLG4,GRIN2A,Affinity Capture-Western
DLG4,GRIN2C,Affinity Capture-Western
DLG3,GRIN2B,Affinity Capture-Western
DLG3,CRIPT,Affinity Capture-Western
DLG3,GRIN2A,Affinity Capture-Western
DLG3,GRIN2C,Affinity Capture-Western
DLG4,GRIN2C,Reconstituted Complex
DLG4,GRIN2A,Reconstituted Complex
DLG4,GRIN2B,Reconstituted Complex
DLG3,CRIPT,Reconstituted Complex
DLG3,GRIN2A,Reconstituted Complex
DLG3,GRIN2C,Reconstituted Complex
DLG3,GRIN2B,Reconstituted Complex
DLG4,LIN7A,Reconstituted Complex
LIN7B,DLG4,Affinity Capture-Western
LIN7B,GRIN2B,Affinity Capture-Western
GRIN2B,LIN7A,Reconstituted Complex
GRIN2B,LIN7B,Reconstituted Complex
IL16,KCND2,Two-hybrid
IL16,GRIN2D,Two-hybrid
IL16,KCNJ10,Two-hybrid
IL16,KCNJ15,Two-hybrid
IL16,KCNJ2,Two-hybrid
IL16,KCNJ4,Two-hybrid
IL16,KCNJ1,Two-hybrid
IL16,GRIN2C,Two-hybrid
IL16,GRIN2A,Two-hybrid
IL16,GRIN2B,Two-hybrid
IL16,GRIN2D,Reconstituted Complex
IL16,KCNJ10,Reconstituted Complex
IL16,KCNJ15,Reconstituted Complex
IL16,KCNJ2,Affinity Capture-Western
IL16,GRIN2A,Affinity Capture-Western
GRIN2A,PTK2B,Affinity Capture-Western
GSTM4,GSTM4,Reconstituted Complex
GSTM1,MAP3K5,Affinity Capture-Western
GSTM2,GSTM2,Reconstituted Complex
GSTM2,GSTM1,Reconstituted Complex
GAPDH,ATXN1,Two-hybrid
GAPDH,AR,Two-hybrid
GAPDH,ATXN1,Reconstituted Complex
GAPDH,AR,Reconstituted Complex
GAPDH,PDIA2,Reconstituted Complex
CFB,CFP,Reconstituted Complex
SERPINE1,ORM1,Reconstituted Complex
SERPINE1,ORM1,Two-hybrid
CDC25A,YWHAB,Two-hybrid
CDC25A,YWHAE,Two-hybrid
CDC25B,YWHAB,Two-hybrid
CDC25B,YWHAE,Two-hybrid
CDK2,CDC25B,Two-hybrid
RAF1,YWHAB,Two-hybrid
RAF1,YWHAE,Two-hybrid
CDC25A,YWHAB,Reconstituted Complex
YWHAB,CDC25A,Affinity Capture-Western
CCNA1,CDC25A,Affinity Capture-Western
CHEK1,CDC25A,Biochemical Activity
SKP2,MYBL2,Affinity Capture-Western
CDC25B,AR,Reconstituted Complex
CDK11A,B4GALT1,Reconstituted Complex
CCNL1,CDK11A,Reconstituted Complex
RNPS1,CDK11A,Affinity Capture-Western
SRSF7,CDK19,Affinity Capture-Western
CDK19,SRSF7,Biochemical Activity
CCNL1,CDK11A,Affinity Capture-Western
WAS,CDC42,Reconstituted Complex
RRAS2,RALGDS,Two-hybrid
RRAS2,RIN1,Two-hybrid
RRAS2,MLLT4,Two-hybrid
CDC42,DOCK9,Reconstituted Complex
ANXA2,APOH,Reconstituted Complex
YWHAZ,GP1BB,Affinity Capture-MS
CDC42,CDC42EP5,Reconstituted Complex
YWHAZ,GP1BA,Affinity Capture-Western
YWHAZ,GP1BB,Affinity Capture-Western
YWHAZ,GP1BA,Reconstituted Complex
YWHAZ,GP1BB,Reconstituted Complex
CDC42,CDC42EP2,Reconstituted Complex
RAC1,PLEKHG2,Reconstituted Complex
CDC42,PLEKHG2,Reconstituted Complex
RHOA,PLEKHG2,Reconstituted Complex
ARHGDIG,CDC42,Reconstituted Complex
ARHGDIG,RHOA,Reconstituted Complex
CDC42,PAK4,Reconstituted Complex
CDC42,PAK2,Reconstituted Complex
CSF3R,LYN,Affinity Capture-Western
CSF3R,SYK,Affinity Capture-Western
CDC42EP2,RHOQ,Reconstituted Complex
CDC42EP3,RHOQ,Reconstituted Complex
ESR1,Nr0b2,Reconstituted Complex
CDC42EP3,CDC42,Reconstituted Complex
CDC42EP2,CDC42,Reconstituted Complex
CDC42EP2,RHOQ,Two-hybrid
CDC42EP2,CDC42,Two-hybrid
CDC42EP3,RHOQ,Two-hybrid
CDC42EP3,CDC42,Two-hybrid
JAK2,PTPN6,Affinity Capture-Western
CDC42EP5,CDC42,Two-hybrid
CDC42EP5,CDC42,Reconstituted Complex
CSF2RB,MAD2L1,Affinity Capture-Western
CSF2RB,MAD2L1,Reconstituted Complex
FGFR1,BNIP2,Biochemical Activity
LYN,CSF1R,Affinity Capture-Western
LYN,CSF2RB,Affinity Capture-Western
BNIP2,ARHGAP1,Affinity Capture-Western
ARHGAP1,BNIP2,Reconstituted Complex
CDC42,ARHGAP1,Reconstituted Complex
CDC42,BNIP2,Reconstituted Complex
NCOR2,NR4A1,Two-hybrid
NCOR2,NR4A1,Affinity Capture-Western
NCOR2,NR4A1,Reconstituted Complex
RHOJ,WAS,Two-hybrid
RHOJ,PAK1,Two-hybrid
CCNA1,CDK2,Co-crystal Structure
RASA1,G3BP1,Affinity Capture-Western
IGF1R,PTPN11,Affinity Capture-Western
IGF1R,RASA1,Affinity Capture-Western
IGF1R,RASA1,Reconstituted Complex
IGF1R,PTPN11,Reconstituted Complex
CD5,CBL,Affinity Capture-Western
CD5,RASA1,Affinity Capture-Western
HCK,RASA3,Affinity Capture-Western
HCK,RASA1,Affinity Capture-Western
HCK,RASA1,Reconstituted Complex
HCK,RASA3,Reconstituted Complex
RASA1,HRAS,Reconstituted Complex
RASA1,HRAS,Co-crystal Structure
IRF4,Prdm1,Reconstituted Complex
IRF4,Prdm1,Affinity Capture-Western
TANK,TBK1,Two-hybrid
TANK,TRAF2,Affinity Capture-Western
TRAF2,TRAF2,Two-hybrid
TRAF2,MAP3K14,Two-hybrid
MAP3K14,TRAF2,Two-hybrid
CD40,TRAF2,Two-hybrid
TRADD,TRAF2,Two-hybrid
RIPK1,TRAF2,Two-hybrid
TRAF2,MAP3K14,Affinity Capture-Western
MAP3K14,MAP3K14,Biochemical Activity
TEK,ANGPT1,Reconstituted Complex
TEK,ANGPT2,Reconstituted Complex
BIRC2,TRAF2,Reconstituted Complex
BIRC3,TRAF2,Reconstituted Complex
SORL1,GGA1,Two-hybrid
SORL1,GGA2,Two-hybrid
SORT1,GGA1,Two-hybrid
SORT1,GGA2,Two-hybrid
BIRC2,TRAF2,Biochemical Activity
BIRC2,BIRC2,Biochemical Activity
BIRC3,BIRC3,Biochemical Activity
BIRC2,TRAF1,Reconstituted Complex
BIRC3,TRAF1,Reconstituted Complex
BIRC2,TRAF2,Affinity Capture-Western
SORT1,GGA1,Reconstituted Complex
SORT1,GGA2,Reconstituted Complex
SORL1,GGA1,Reconstituted Complex
SORL1,GGA2,Reconstituted Complex
TRAF6,Ecsit,Affinity Capture-Western
TLR4,ECSIT,Phenotypic Suppression
KIF13A,AP1B1,Reconstituted Complex
KIF13A,AP1B1,Affinity Capture-Western
AP1B1,KIF13A,Affinity Capture-Western
AP1B1,KIF13A,Two-hybrid
KIF13A,AP1G1,Reconstituted Complex
KIF13A,AP1M1,Reconstituted Complex
PSMD1,PSMC5,Reconstituted Complex
PSMC4,PSMC2,Reconstituted Complex
PSMC2,PSMC1,Reconstituted Complex
PSMC5,PSMC1,Reconstituted Complex
PSMC5,PSMC6,Reconstituted Complex
PSMC2,TBP,Affinity Capture-Western
PSMC2,GTF2B,Affinity Capture-Western
PSMC2,GTF2H1,Affinity Capture-Western
PSMC2,GTF2F1,Affinity Capture-Western
PC,MDH2,Reconstituted Complex
PC,GOT1,Reconstituted Complex
MDH2,MDH2,Reconstituted Complex
YBX1,TP53,Reconstituted Complex
TP53,YBX1,Affinity Capture-Western
LGALS3,LGALS3BP,Affinity Capture-Western
LGALS3,LGALS3BP,Co-purification
LTA,LTB,Affinity Capture-Western
LTB,LTA,Reconstituted Complex
LTB,TNFRSF1A,Reconstituted Complex
LTA,UMOD,Reconstituted Complex
GCA,GCA,Reconstituted Complex
GNB2L1,RASA3,Affinity Capture-Western
GNB2L1,RASA1,Affinity Capture-Western
GNB2L1,RASA1,Reconstituted Complex
SYN1,NCF1,Affinity Capture-Western
SYN1,BIN1,Affinity Capture-Western
SYN1,AMPH,Affinity Capture-Western
SYN1,SRC,Affinity Capture-Western
SYN1,PIK3R1,Affinity Capture-Western
SYN1,CRK,Affinity Capture-Western
SYN1,RASA1,Affinity Capture-Western
PTK2B,RASA1,Affinity Capture-Western
PTK2B,RASA1,Reconstituted Complex
PTK2B,ERBB2,Affinity Capture-Western
PTK2B,RASA1,Affinity Capture-Western
PDGFRB,PIK3R1,Affinity Capture-Western
PDGFRB,RASA1,Affinity Capture-Western
RASA1,PDGFRB,Affinity Capture-Western
INSR,RASA1,Affinity Capture-Western
GNAZ,RAP1GAP,Reconstituted Complex
RGS7,GNAI3,Affinity Capture-Western
RGS7,GNAZ,Affinity Capture-Western
ETF1,GSPT2,Affinity Capture-Western
ETF1,GSPT1,Affinity Capture-Western
ETF1,GSPT2,Two-hybrid
ETF1,GSPT1,Two-hybrid
PABPC1,GSPT2,Reconstituted Complex
PABPC1,GSPT1,Reconstituted Complex
PABPC1,GSPT2,Two-hybrid
GNAI1,IGF1R,Affinity Capture-Western
RGS14,GNAI1,Co-crystal Structure
RGS14,GNAI1,Two-hybrid
RGS14,GNAI2,Two-hybrid
RGS14,GNAI3,Two-hybrid
RGS12,GNAI1,Two-hybrid
RGS12,GNAI2,Two-hybrid
RGS12,GNAI3,Two-hybrid
GNAI1,RGS10,Reconstituted Complex
PARD6A,PRKCZ,Two-hybrid
PARD6B,PRKCZ,Two-hybrid
PARD6G,PRKCZ,Two-hybrid
PRKCZ,PARD6B,Reconstituted Complex
RIC8A,GNA13,Two-hybrid
RIC8A,GNAQ,Two-hybrid
RIC8A,GNAI3,Two-hybrid
RIC8A,GNAI2,Two-hybrid
RIC8A,GNAO1,Two-hybrid
RIC8A,GNAI1,Two-hybrid
PARD6A,RAC1,Two-hybrid
PARD6A,CDC42,Two-hybrid
PARD6B,RAC1,Two-hybrid
PARD6B,CDC42,Two-hybrid
RIC8A,GNA13,Reconstituted Complex
RIC8A,GNAQ,Reconstituted Complex
RIC8A,GNAI3,Reconstituted Complex
RIC8A,GNAI2,Reconstituted Complex
RIC8A,GNAO1,Reconstituted Complex
RIC8A,GNAI1,Reconstituted Complex
PARD6B,RAC1,Reconstituted Complex
PARD6B,CDC42,Reconstituted Complex
PARD6A,RAC1,Reconstituted Complex
PARD6A,CDC42,Reconstituted Complex
PARD6G,RAC1,Reconstituted Complex
PARD6G,CDC42,Reconstituted Complex
CDC42,FGD1,Reconstituted Complex
S1PR1,GNAI3,Affinity Capture-Western
S1PR1,GNAI1,Affinity Capture-Western
S1PR1,GNAI3,Reconstituted Complex
S1PR1,GNAI1,Reconstituted Complex
S1PR1,GNAI1,Two-hybrid
S1PR1,GNAI3,Two-hybrid
GNAO1,OPRM1,Affinity Capture-Western
GNAO1,OPRD1,Affinity Capture-Western
CDC42,ARHGEF25,Reconstituted Complex
RAC1,ARHGEF25,Reconstituted Complex
CDC42,WASL,Reconstituted Complex
SNX13,GNAS,Reconstituted Complex
CDC42,PAK7,Reconstituted Complex
CDC42,PAK7,Affinity Capture-Western
VIPR1,GNAQ,Affinity Capture-Western
VIPR1,GNAS,Affinity Capture-Western
GNAS,GNAS,Reconstituted Complex
CDC42,PLD1,Reconstituted Complex
CDC42,PLD1,Affinity Capture-Western
CXCR1,GNAI2,Affinity Capture-Western
IQGAP1,CDC42,Reconstituted Complex
CDC42,IQGAP1,Affinity Capture-Western
RAC1,IQGAP1,Affinity Capture-Western
GPSM2,GNAI2,Two-hybrid
GPSM2,GNAI2,Reconstituted Complex
RGS19,GNAI3,Two-hybrid
RGS19,GNAI3,Reconstituted Complex
ITSN1,CDC42,Affinity Capture-Western
ITSN1,CDC42,Reconstituted Complex
ITSN1,WASL,Reconstituted Complex
CDC42,IQGAP1,Reconstituted Complex
ITSN1,CDC42,Co-crystal Structure
GUCY1A2,GUCY1B3,Affinity Capture-Western
MCF2L,RHOA,Co-crystal Structure
GUCY1A2,DLG1,Affinity Capture-Western
GUCY1A2,DLG2,Affinity Capture-Western
GUCY1A2,DLG3,Affinity Capture-Western
GUCY1A2,DLG4,Affinity Capture-Western
MS4A3,CDKN3,Two-hybrid
SET,GZMA,Reconstituted Complex
CDKN3,MS4A3,Affinity Capture-Western
CDK2,MS4A3,Affinity Capture-Western
CDK2,PCNA,Affinity Capture-Western
SET,ANP32A,Reconstituted Complex
SET,HMGB2,Reconstituted Complex
GZMA,HMGB2,Reconstituted Complex
CD40LG,HPR,Affinity Capture-Western
CD40LG,APOA1,Affinity Capture-Western
CDK2,LYN,Affinity Capture-Western
CDK2,RBL1,Biochemical Activity
RBL2,CDK2,Reconstituted Complex
STUB1,HSPA8,Reconstituted Complex
STUB1,HSPA4,Reconstituted Complex
STUB1,DNAJB1,Reconstituted Complex
STUB1,HSPA1A,Reconstituted Complex
CDK2,PRKCH,Affinity Capture-Western
STUB1,HSPA8,Affinity Capture-Western
STUB1,HSPA4,Affinity Capture-Western
STUB1,DNAJB1,Affinity Capture-Western
STUB1,HSPA1A,Affinity Capture-Western
STUB1,HSPA8,Two-hybrid
STUB1,HSPA4,Two-hybrid
STUB1,DNAJB1,Two-hybrid
CDKN3,CDK1,Two-hybrid
CDKN3,CDK1,Affinity Capture-Western
BAG6,HSPA1A,Affinity Capture-Western
BAG3,PLCG1,Affinity Capture-Western
BAG3,HSPA1A,Affinity Capture-Western
BAG3,PLCG1,Reconstituted Complex
RBL1,MYBL2,Affinity Capture-Western
RBL1,MYBL2,Reconstituted Complex
SOX9,HSPA1A,Affinity Capture-Western
CCNA2,RBL1,Affinity Capture-Western
BAG3,HSPA1A,Affinity Capture-Western
RB1,RBBP9,Two-hybrid
RB1,RBBP9,Affinity Capture-Western
RBL1,RBBP9,Affinity Capture-Western
RBL2,RBBP9,Affinity Capture-Western
HSPA1A,CDK9,Affinity Capture-Western
ST13,HSPA1A,Reconstituted Complex
TAF1,RB1,Affinity Capture-Western
TAF1,RBL1,Affinity Capture-Western
TAF1,RBL2,Affinity Capture-Western
HSP90AA1,SRC,Affinity Capture-Western
RB1,TAF1,Reconstituted Complex
HSP90AA1,NOS3,Affinity Capture-Western
HSP90AA1,NOS3,Reconstituted Complex
HSP90AA1,NOS3,Affinity Capture-Western
RB1,TBP,Reconstituted Complex
AHR,HSP90AA1,Affinity Capture-Western
AHR,AIP,Affinity Capture-Western
AHR,AIP,Two-hybrid
AHR,AIP,Reconstituted Complex
CDC37,HSP90AA1,Reconstituted Complex
RB1,BRF1,Reconstituted Complex
RBL1,BRF1,Reconstituted Complex
RBL2,BRF1,Reconstituted Complex
RBL2,BRF1,Affinity Capture-Western
PPARA,HSP90AA1,Affinity Capture-Western
RBL1,BRF1,Affinity Capture-Western
RB1,BRF1,Affinity Capture-Western
PPARA,HSP90AA1,Reconstituted Complex
PPARA,AIP,Affinity Capture-Western
PPARA,AIP,Reconstituted Complex
FKBP5,HSP90AA1,Affinity Capture-Western
FKBP5,HSP90AA1,Reconstituted Complex
AR,HSP90AA1,Reconstituted Complex
PHB,RBL2,Two-hybrid
RBL1,PHB,Reconstituted Complex
RB1,PHB,Reconstituted Complex
RBL2,PHB,Reconstituted Complex
RBL2,PHB,Affinity Capture-Western
RBL1,PHB,Affinity Capture-Western
RB1,PHB,Affinity Capture-Western
GNA12,HSP90AA1,Affinity Capture-Western
GNA12,HSP90AA1,Two-hybrid
TP53,HSP90AA1,Affinity Capture-Western
USP4,RB1,Reconstituted Complex
USP4,RBL1,Reconstituted Complex
USP4,RBL2,Reconstituted Complex
USP4,RB1,Affinity Capture-Western
MYC,RBL1,Affinity Capture-Western
CENPC,UBTF,Reconstituted Complex
HSP90AA1,AHSA1,Affinity Capture-Western
HSP90AA1,AHSA2,Affinity Capture-Western
HSP90AA1,AHSA2,Reconstituted Complex
HSP90AA1,AHSA1,Reconstituted Complex
HSP90AA1,AHSA1,Two-hybrid
HSP90AA1,PTGES3,Reconstituted Complex
CASP3,HSPD1,Affinity Capture-Western
HSP90AA1,ERBB2,Affinity Capture-Western
HSF1,XRCC5,Reconstituted Complex
HSF1,PRKDC,Reconstituted Complex
HSF1,HSPA8,Reconstituted Complex
HSF1,XRCC6,Reconstituted Complex
HSBP1,HSPA4,Affinity Capture-Western
HSBP1,HSF1,Affinity Capture-Western
HSF1,HSBP1,Two-hybrid
NUP62,HSF2,Two-hybrid
NUP62,HSF2,Reconstituted Complex
CHRM3,CSNK1A1,Reconstituted Complex
VCAN,PF4,Reconstituted Complex
VCAN,CXCR3,Reconstituted Complex
VCAN,CXCL12,Reconstituted Complex
VCAN,CCL2,Reconstituted Complex
VCAN,CCL8,Reconstituted Complex
VCAN,CCL20,Reconstituted Complex
VCAN,CCL5,Reconstituted Complex
VCAN,CCL21,Reconstituted Complex
HBG2,HBG2,Co-crystal Structure
FCGR1A,HCK,Affinity Capture-Western
RAB3A,CHM,Two-hybrid
HGF,HGF,Co-crystal Structure
HGF,MET,Affinity Capture-Western
KAL1,SDC2,Affinity Capture-Western
CGA,CGB,Co-crystal Structure
CRLF1,CLCF1,Affinity Capture-Western
CNTFR,LIFR,Reconstituted Complex
SPTBN2,ACTR1A,Two-hybrid
SPTBN2,ACTR1A,Reconstituted Complex
SPTBN2,ACTB,Reconstituted Complex
LIMS1,ILK,Reconstituted Complex
NCK2,LIMS1,Reconstituted Complex
NCK2,ILK,Reconstituted Complex
MARCKSL1,DCTN2,Two-hybrid
CALM1,DCTN2,Reconstituted Complex
DCTN2,MARCKSL1,Reconstituted Complex
MARCKSL1,DCTN2,Affinity Capture-Western
MARCKSL1,DCTN2,Co-purification
TREM1,TYROBP,Affinity Capture-Western
EIF4B,EIF4B,Far Western
EIF4B,EIF3A,Far Western
EIF4B,EIF4B,Two-hybrid
EIF4B,EIF3A,Affinity Capture-Western
TOP1,UBE2I,Two-hybrid
UBE2I,TOP1,Reconstituted Complex
TOP1,UBE2I,Reconstituted Complex
MAP3K2,MAP2K7,Affinity Capture-Western
MAP3K2,MAP2K4,Affinity Capture-Western
MAP3K1,MAP2K4,Affinity Capture-Western
MAP2K4,MAPK8,Affinity Capture-Western
MAP2K7,MAPK8,Affinity Capture-Western
MAP3K2,MAPK8,Affinity Capture-Western
ATN1,MAGI2,Two-hybrid
MAP3K2,MAP2K7,Co-fractionation
MAP3K2,MAPK8,Co-fractionation
ATN1,ITCH,Two-hybrid
ATN1,WWP2,Two-hybrid
ATN1,WWP1,Two-hybrid
ATN1,MAGI1,Two-hybrid
MAGI2,ATN1,Reconstituted Complex
WWP2,ATN1,Reconstituted Complex
MAGI1,ATN1,Reconstituted Complex
ITCH,ATN1,Reconstituted Complex
DCTN4,ACTR1A,Reconstituted Complex
NF2,Schip1,Two-hybrid
SCHIP1,SCHIP1,Reconstituted Complex
NF2,Schip1,Reconstituted Complex
NF2,SCHIP1,Reconstituted Complex
SCHIP1,NF2,Affinity Capture-Western
NF2,SCHIP1,Affinity Capture-Western
CLTC,EPN2,Reconstituted Complex
CLTC,Epn1,Reconstituted Complex
REST,RCOR1,Two-hybrid
RCOR1,REST,Reconstituted Complex
RCOR1,REST,Affinity Capture-Western
GRM1,GRM1,Affinity Capture-Western
GCA,LCP1,Affinity Capture-Western
LCK,SQSTM1,Reconstituted Complex
CD2,LCK,Affinity Capture-Western
CD2,LCK,Reconstituted Complex
CD4,LCK,Affinity Capture-Western
LCK,RASA1,Biochemical Activity
SRC,RASA1,Biochemical Activity
RASA1,HRAS,Biochemical Activity
RAF1,LCK,Affinity Capture-Western
LCK,SYK,Affinity Capture-Western
LCK,ZAP70,Affinity Capture-Western
LCK,SYK,Reconstituted Complex
CD4,SYK,Affinity Capture-Western
CD4,ZAP70,Affinity Capture-Western
VCL,CLTC,Reconstituted Complex
HIP1,CLTC,Reconstituted Complex
FN1,FBLN2,Reconstituted Complex
NID1,FBLN2,Reconstituted Complex
HSPG2,FBLN2,Reconstituted Complex
THBS1,COL7A1,Two-hybrid
PKD1,COL2A1,Reconstituted Complex
SHC1,DDR1,Reconstituted Complex
MMP1,ITGA2,Affinity Capture-Western
COL18A1,KDR,Reconstituted Complex
SIAH1,NUMB,Two-hybrid
SIAH1,NUMB,Reconstituted Complex
NUMB,SIAH1,Reconstituted Complex
ESR1,MED12,Affinity Capture-Western
ESR1,MED1,Affinity Capture-Western
ESR1,MED14,Affinity Capture-Western
ESR1,MED23,Affinity Capture-Western
ESR1,MED24,Affinity Capture-Western
ESR1,MED16,Affinity Capture-Western
ESR1,MED6,Affinity Capture-Western
ESR1,MED20,Affinity Capture-Western
ESR1,MED10,Affinity Capture-Western
NUMB,SIAH1,Affinity Capture-Western
SIAH1,SIAH1,Co-purification
ESR2,MED12,Reconstituted Complex
ESR2,MED1,Reconstituted Complex
ESR2,MED14,Reconstituted Complex
ESR2,MED23,Reconstituted Complex
ESR2,MED24,Reconstituted Complex
ESR2,MED16,Reconstituted Complex
ESR2,MED17,Reconstituted Complex
ESR2,MED7,Reconstituted Complex
ESR2,MED6,Reconstituted Complex
ESR2,MED20,Reconstituted Complex
ESR2,MED21,Reconstituted Complex
ESR2,MED10,Reconstituted Complex
ESR1,MED12,Reconstituted Complex
ESR1,MED1,Reconstituted Complex
ESR1,MED14,Reconstituted Complex
ESR1,MED23,Reconstituted Complex
ESR1,MED24,Reconstituted Complex
ESR1,MED16,Reconstituted Complex
ESR1,MED17,Reconstituted Complex
ESR1,MED7,Reconstituted Complex
ESR1,MED6,Reconstituted Complex
ESR1,MED20,Reconstituted Complex
ESR1,MED21,Reconstituted Complex
ESR1,MED10,Reconstituted Complex
ESR1,EP300,Affinity Capture-Western
TRAF6,TAX1BP1,Two-hybrid
TRAF6,TAX1BP1,Affinity Capture-Western
TAX1BP1,TRAF6,Affinity Capture-Western
TRAF6,IRAK1,Affinity Capture-Western
IRAK1,TRAF6,Affinity Capture-Western
ESR1,MED13,Reconstituted Complex
ESR1,EP300,Reconstituted Complex
ESR1,NCOA1,Reconstituted Complex
ESR1,CCNC,Affinity Capture-Western
ESR1,CCNC,Reconstituted Complex
ESR2,CCNC,Reconstituted Complex
ESR1,CDK8,Reconstituted Complex
ESR2,CDK8,Reconstituted Complex
