OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,EXPERIMENTAL_SYSTEM
ENO2,C6orf47,Two-hybrid
ENO2,HSF1,Two-hybrid
ENO2,IL17B,Two-hybrid
ENO2,NDUFS7,Two-hybrid
ENO2,ST3GAL2,Two-hybrid
ENO2,SIGIRR,Two-hybrid
ENO2,UBE2C,Two-hybrid
DMTN,PROCR,Two-hybrid
EPS8,DNALI1,Two-hybrid
ETHE1,IGSF21,Two-hybrid
EZH2,ATP1A1,Two-hybrid
EZH2,NINL,Two-hybrid
EZH2,PSMB6,Two-hybrid
EZH2,WDR61,Two-hybrid
EZH2,RPN2,Two-hybrid
EZH2,WSB2,Two-hybrid
F10,PRKAB1,Two-hybrid
FAU,COPS6,Two-hybrid
FBL,TBC1D17,Two-hybrid
FBP2,CHD3,Two-hybrid
FBXL12,FXYD3,Two-hybrid
FBXO34,SKP1,Two-hybrid
SKP1,FBXO34,Two-hybrid
FCHO1,ZBTB16,Two-hybrid
FGFR3,SMG7,Two-hybrid
FGFR3,BORA,Two-hybrid
FGFR3,CCDC17,Two-hybrid
FGFR3,HBZ,Two-hybrid
FGFR3,HNRNPL,Two-hybrid
FGFR3,NDUFS6,Two-hybrid
FGFR3,RNF130,Two-hybrid
FKBP2,BAG6,Two-hybrid
FKBPL,UNC119,Two-hybrid
MAP7D1,APOA1,Two-hybrid
THNSL2,ZBTB16,Two-hybrid
C7orf43,C7orf43,Two-hybrid
C7orf43,TMEM50A,Two-hybrid
AAGAB,EIF3C,Two-hybrid
LPPR3,BAG6,Two-hybrid
CENPT,DHX29,Two-hybrid
FAM161A,PPM1F,Two-hybrid
LINGO1,FBXW7,Two-hybrid
DNAAF5,FEZ1,Two-hybrid
DNAAF5,ZBTB16,Two-hybrid
LAMTOR1,CCDC90B,Two-hybrid
CCDC109B,ZBTB16,Two-hybrid
C2orf44,MED31,Two-hybrid
CCDC92,CHGB,Two-hybrid
KATNBL1,KAT7,Two-hybrid
BORA,FEZ1,Two-hybrid
HEXDC,ADPRHL2,Two-hybrid
HEXDC,C7orf25,Two-hybrid
HEXDC,RILPL2,Two-hybrid
HEXDC,GDPD2,Two-hybrid
HEXDC,PSD,Two-hybrid
HEXDC,GLRX3,Two-hybrid
ANKRD13B,RPLP1,Two-hybrid
HYLS1,C14orf1,Two-hybrid
FMNL1,XRCC6,Two-hybrid
FTL,MAP3K12,Two-hybrid
FTL,TAF10,Two-hybrid
AKTIP,EXOC7,Two-hybrid
AKTIP,C10orf2,Two-hybrid
FUBP1,CELF1,Two-hybrid
FXYD6,HAUS2,Two-hybrid
FXYD6,CCDC90B,Two-hybrid
FXYD6,TRIM27,Two-hybrid
FXYD6,SLC35E1,Two-hybrid
GABARAPL2,ATG4B,Two-hybrid
GAL3ST4,XRCC6,Two-hybrid
GC,SERF2,Two-hybrid
MOGS,CHGB,Two-hybrid
CCDC47,TOM1L1,Two-hybrid
GLTSCR2,HAP1,Two-hybrid
GLUD2,TOM1L1,Two-hybrid
BTBD10,DLG5,Two-hybrid
GNB5,MVD,Two-hybrid
GNG11,ZHX1,Two-hybrid
GOLGB1,BRMS1,Two-hybrid
GOLM1,DCK,Two-hybrid
GOLM1,DCTN2,Two-hybrid
GOLM1,EIF3J,Two-hybrid
GOLM1,GEMIN7,Two-hybrid
GOLM1,C1orf174,Two-hybrid
GOLM1,RPL13A,Two-hybrid
GOLM1,MED22,Two-hybrid
GOLM1,SYT1,Two-hybrid
GOT2,THOC7,Two-hybrid
GPAA1,EIF3E,Two-hybrid
GPAA1,PIN1,Two-hybrid
GPS2,GOLGA2,Two-hybrid
POLR2M,HIGD1B,Two-hybrid
POLR2M,AHSP,Two-hybrid
POLR2M,WDR89,Two-hybrid
POLR2M,ANKHD1,Two-hybrid
POLR2M,MYO3A,Two-hybrid
POLR2M,MYO9A,Two-hybrid
POLR2M,UQCRQ,Two-hybrid
POLR2M,SCMH1,Two-hybrid
POLR2M,ZNF410,Two-hybrid
GSR,PJA1,Two-hybrid
HBB,SELT,Two-hybrid
LAMTOR5,MAF1,Two-hybrid
HDAC5,EEF1G,Two-hybrid
HERPUD1,CD58,Two-hybrid
HERPUD1,RPA2,Two-hybrid
HERPUD1,STARD9,Two-hybrid
HMG20B,HNRNPL,Two-hybrid
HMG20B,TACC2,Two-hybrid
HMOX2,HAP1,Two-hybrid
HMP19,SLC35F6,Two-hybrid
HN1,ARHGAP44,Two-hybrid
HNRNPH3,ANXA11,Two-hybrid
HNRNPH3,PIM2,Two-hybrid
HNRNPH3,RPS4X,Two-hybrid
HNRNPR,RPL26,Two-hybrid
HSPA4,CDC73,Two-hybrid
HSPA8,NOA1,Two-hybrid
HSPB3,ANP32A,Two-hybrid
HSPB3,MED31,Two-hybrid
HSPB3,FAM127B,Two-hybrid
HSPB3,RBM48,Two-hybrid
HSPB3,OLFML3,Two-hybrid
HSPB3,MED8,Two-hybrid
HSPB3,MRPL38,Two-hybrid
HSPB3,NSMF,Two-hybrid
HSPB3,RAMP3,Two-hybrid
HSPBAP1,PTN,Two-hybrid
HSPH1,CHD3,Two-hybrid
CCDC106,ATF4,Two-hybrid
PITHD1,CDC73,Two-hybrid
HTATSF1,FEZ1,Two-hybrid
ID2,RBM48,Two-hybrid
IGFBP3,POLA2,Two-hybrid
IGFBP5,BAG6,Two-hybrid
CD101,SRSF5,Two-hybrid
CD101,SH3GL3,Two-hybrid
CD101,ST13,Two-hybrid
IL6,SH3GL2,Two-hybrid
ILVBL,XRCC6,Two-hybrid
ISYNA1,PPP2CA,Two-hybrid
EIF6,ABCF1,Two-hybrid
EIF6,AKT1S1,Two-hybrid
EIF6,C4orf27,Two-hybrid
EIF6,MRPS31,Two-hybrid
EIF6,OFD1,Two-hybrid
EIF6,3-Sep,Two-hybrid
EIF6,USP33,Two-hybrid
EIF6,WFS1,Two-hybrid
ITSN1,SMARCC2,Two-hybrid
IVNS1ABP,VIM,Two-hybrid
KARS,PAFAH1B1,Two-hybrid
KARS,SLC25A6,Two-hybrid
KCNH2,CDC73,Two-hybrid
KCNH2,NDUFS6,Two-hybrid
KCTD15,WIPI1,Two-hybrid
KIAA0087,SLC35F6,Two-hybrid
KIAA0087,TP53,Two-hybrid
KIAA0232,SLC35F6,Two-hybrid
ODF2L,ERBB3,Two-hybrid
SMEK2,FEZ1,Two-hybrid
CALCOCO1,SH3GL3,Two-hybrid
KIAA1875,FBXW7,Two-hybrid
KLK10,LRIF1,Two-hybrid
KIF15,MAP1LC3A,Two-hybrid
L1CAM,PEA15,Two-hybrid
MED19,RADIL,Two-hybrid
MED19,NFKBIA,Two-hybrid
TINAGL1,MED31,Two-hybrid
LGALS4,ARPC3,Two-hybrid
LMTK3,ZBTB16,Two-hybrid
RPL4P5,TRIM9,Two-hybrid
C1orf174,COPS6,Two-hybrid
ZNF691,HAP1,Two-hybrid
FAM135B,KAT5,Two-hybrid
HGH1,TMEM256,Two-hybrid
HGH1,TRIT1,Two-hybrid
CCBL2,RABIF,Two-hybrid
NDUFA4L2,ANXA9,Two-hybrid
NDUFA4L2,PARK2,Two-hybrid
NDUFA4L2,QTRT1,Two-hybrid
LPL,UBE2Z,Two-hybrid
LRSAM1,GPR108,Two-hybrid
LRSAM1,NINL,Two-hybrid
LRSAM1,KLC1,Two-hybrid
LRSAM1,FAM178B,Two-hybrid
LSM2,GBP2,Two-hybrid
LTA4H,TMEM62,Two-hybrid
LUC7L2,PTCD3,Two-hybrid
LUC7L2,LUC7L2,Two-hybrid
LUC7L2,PEA15,Two-hybrid
LYPLA2,DKC1,Two-hybrid
LYPLA2,SCMH1,Two-hybrid
PLA2G15,IMMT,Two-hybrid
MAD2L1BP,TRIP13,Two-hybrid
MAFF,PSAP,Two-hybrid
MAGED1,MPC1,Two-hybrid
PAM16,FEZ1,Two-hybrid
MAP3K3,ZBTB16,Two-hybrid
MAPK8IP3,RIC8A,Two-hybrid
MAPK9,XPNPEP1,Two-hybrid
MAPK9,XPO7,Two-hybrid
MARK3,ATP6V0C,Two-hybrid
MARK3,CHGB,Two-hybrid
MARK3,SAAL1,Two-hybrid
MARK3,PMPCB,Two-hybrid
MARK3,PNPLA2,Two-hybrid
MARK3,VPS11,Two-hybrid
MCOLN1,TRIM27,Two-hybrid
MCOLN1,SLC35E1,Two-hybrid
MDH2,WARS,Two-hybrid
TMEM216,MCM3AP,Two-hybrid
FAM195A,EEF1G,Two-hybrid
PNMA6A,PNMA1,Two-hybrid
FAM69B,RBMS2,Two-hybrid
FAM173A,LUC7L,Two-hybrid
CCDC86,DLST,Two-hybrid
TMEM43,FDFT1,Two-hybrid
NOL12,SOD2,Two-hybrid
FAM101B,KAT5,Two-hybrid
C11orf49,RBM48,Two-hybrid
C11orf49,PSMA1,Two-hybrid
C11orf49,RPL8,Two-hybrid
C11orf49,RPS3A,Two-hybrid
STK40,POLA2,Two-hybrid
TAF1D,PTN,Two-hybrid
MGLL,CHGB,Two-hybrid
MKKS,PTN,Two-hybrid
MLF1,GRIK5,Two-hybrid
MNAT1,HPS6,Two-hybrid
MPHOSPH6,C14orf1,Two-hybrid
MPP3,NOA1,Two-hybrid
MPP3,GNG7,Two-hybrid
MPP3,MDH1,Two-hybrid
MPP3,CCDC137,Two-hybrid
MPP3,PLK2,Two-hybrid
MPP3,RPS2,Two-hybrid
MRPL38,C14orf1,Two-hybrid
MRPL4,EIF2B1,Two-hybrid
MRPS26,PPP2CA,Two-hybrid
MRPS9,HAP1,Two-hybrid
MS4A7,SLC35F6,Two-hybrid
MS4A7,HMGCL,Two-hybrid
LRRC41,MYO9B,Two-hybrid
MVD,EEF1G,Two-hybrid
MYCBP,CFL1,Two-hybrid
MYCBP,ARHGEF40,Two-hybrid
MYCBP,PTCHD2,Two-hybrid
MYCBP,SSRP1,Two-hybrid
NAP1L1,NAP1L1,Two-hybrid
NDUFA6,BAG6,Two-hybrid
NDUFA7,PRKAB1,Two-hybrid
NDUFB8,EIF2B3,Two-hybrid
NDUFB8,PIM2,Two-hybrid
NDUFB9,GDF9,Two-hybrid
NDUFV2,SP110,Two-hybrid
NEU1,EEF1A1,Two-hybrid
NHP2L1,RBM10,Two-hybrid
CRCT1,APLP1,Two-hybrid
NKAP,LUC7L2,Two-hybrid
NOTCH1,XRCC6,Two-hybrid
NPM3,KIAA1377,Two-hybrid
NR4A1,FXYD3,Two-hybrid
NRBP1,LRIF1,Two-hybrid
NSF,EIF3E,Two-hybrid
NSFL1C,LIPE,Two-hybrid
NSFL1C,RPL22,Two-hybrid
NSFL1C,TARDBP,Two-hybrid
NUCKS1,AK5,Two-hybrid
NUDT3,ASB13,Two-hybrid
NUDT3,RAB17,Two-hybrid
NUDT5,MCM3AP,Two-hybrid
NUP62,IK,Two-hybrid
NVL,CRMP1,Two-hybrid
OAT,SLC35F6,Two-hybrid
OGG1,CHGB,Two-hybrid
OLFM2,SRSF5,Two-hybrid
OLFM2,ST13,Two-hybrid
ORMDL3,EEF1A1,Two-hybrid
C11orf68,SH3GL3,Two-hybrid
PACSIN1,KAT7,Two-hybrid
PAFAH1B2,ACIN1,Two-hybrid
PAFAH1B2,CCT3,Two-hybrid
PAFAH1B2,PINX1,Two-hybrid
PAFAH1B2,PPP1R12C,Two-hybrid
PAFAH1B2,REXO1,Two-hybrid
PAFAH1B2,TIMM50,Two-hybrid
PAFAH1B2,ZFP36L1,Two-hybrid
SERBP1,FXYD3,Two-hybrid
PARK2,RAC1,Two-hybrid
PARK2,RAD1,Two-hybrid
PCMT1,CHD3,Two-hybrid
PEX14,MED8,Two-hybrid
PEX14,ZHX1,Two-hybrid
PGAM1,XRCC6,Two-hybrid
PHC2,AFG3L2,Two-hybrid
PHC2,BSDC1,Two-hybrid
PHC2,RPL7,Two-hybrid
PHF10,APLP1,Two-hybrid
PHYH,TOM1L1,Two-hybrid
PHYHIP,HDAC11,Two-hybrid
PHYHIP,WDR89,Two-hybrid
PHYHIP,MAGED4B,Two-hybrid
PHYHIP,FAM131A,Two-hybrid
PHYHIP,METTL18,Two-hybrid
PHYHIP,NDUFV3,Two-hybrid
PHYHIP,PPIE,Two-hybrid
PHYHIP,S100A13,Two-hybrid
PHYHIP,PRMT5,Two-hybrid
PHYHIP,SMARCC2,Two-hybrid
PHYHIP,ZZEF1,Two-hybrid
PIGC,ZHX1,Two-hybrid
PISD,DHX29,Two-hybrid
PISD,DAGLB,Two-hybrid
PLCE1,NRAS,Two-hybrid
PLP2,IKBKAP,Two-hybrid
PLXNB2,PTN,Two-hybrid
PMAIP1,ZBTB16,Two-hybrid
PMF1,GDF9,Two-hybrid
PMF1,KIAA1377,Two-hybrid
POLR3F,WDR89,Two-hybrid
POLR3F,PRPF4B,Two-hybrid
PPAP2C,BAG6,Two-hybrid
PPAP2C,UNC119,Two-hybrid
PPP1R16A,CDH24,Two-hybrid
PPP1R16A,DDX27,Two-hybrid
PPP1R16A,FSD1,Two-hybrid
PPP1R16A,IDO1,Two-hybrid
PPP1R16A,PBDC1,Two-hybrid
PPP1R16A,PAPSS1,Two-hybrid
PPP1R16A,PHPT1,Two-hybrid
PPP1R16A,RGMA,Two-hybrid
PPP1R1B,DLGAP4,Two-hybrid
PPP1R8,CRMP1,Two-hybrid
PPP1R8,SETDB1,Two-hybrid
PQBP1,C14orf1,Two-hybrid
PRDX5,CCDC90B,Two-hybrid
MOB4,CRMP1,Two-hybrid
MOB4,FADD,Two-hybrid
MOB4,MED10,Two-hybrid
MOB4,PLEKHM1,Two-hybrid
PRG2,RBM48,Two-hybrid
PRNP,BAG6,Two-hybrid
PSME3,ATP5B,Two-hybrid
PSME3,ADAP1,Two-hybrid
PSME3,PSME3,Two-hybrid
PSPC1,LRIF1,Two-hybrid
OLA1,PRMT5,Two-hybrid
PTEN,UTP14A,Two-hybrid
TWF2,CHGB,Two-hybrid
PTOV1,DMTN,Two-hybrid
PTOV1,PIN1,Two-hybrid
PTOV1,SPTAN1,Two-hybrid
PTPN4,ZZEF1,Two-hybrid
PTPRCAP,EEF1A1,Two-hybrid
PWP2,TOM1L1,Two-hybrid
RAB18,PDE6D,Two-hybrid
RAB1A,CAPNS1,Two-hybrid
RAB1A,CREB1,Two-hybrid
RAB1A,FSCN1,Two-hybrid
RAB1A,HIVEP1,Two-hybrid
RAB1A,SLC16A8,Two-hybrid
RAB1A,TBC1D17,Two-hybrid
RAB27A,EEF1A1,Two-hybrid
RAB27A,ZBTB16,Two-hybrid
RGL2,CCDC90B,Two-hybrid
RAB35,CBR3,Two-hybrid
RAB35,TBPL1,Two-hybrid
RAB4A,TP53,Two-hybrid
RAB8A,BAG6,Two-hybrid
RABIF,LAMTOR5,Two-hybrid
RAP1GAP,MEX3B,Two-hybrid
RAP1GAP,PFN2,Two-hybrid
RASGRP2,PTCHD2,Two-hybrid
RBBP4,XRCC6,Two-hybrid
NELFE,VAMP3,Two-hybrid
RECQL5,DDX42,Two-hybrid
RECQL5,ITGB3BP,Two-hybrid
RECQL5,MAPK8IP1,Two-hybrid
RECQL5,MTSS1,Two-hybrid
RER1,IMMT,Two-hybrid
RGS1,MAP3K12,Two-hybrid
RGS1,UTP14A,Two-hybrid
RGS2,WDR74,Two-hybrid
RGS2,LRFN1,Two-hybrid
RGS2,NIPSNAP1,Two-hybrid
RGS2,VPS29,Two-hybrid
RUFY3,UNC119,Two-hybrid
RNF146,PFN2,Two-hybrid
RNF2,CBX4,Two-hybrid
RBM23,TUBA4A,Two-hybrid
SNUPN,TNNT3,Two-hybrid
RPA2,ACP5,Two-hybrid
RPL10,TBPL1,Two-hybrid
RPL15,COPS6,Two-hybrid
RPL18A,LPL,Two-hybrid
RPL18A,MDK,Two-hybrid
RPL29,SYBU,Two-hybrid
RPL9,SORBS2,Two-hybrid
RPP14,IGSF21,Two-hybrid
RPS10,HAP1,Two-hybrid
RPS6KA6,NR4A1,Two-hybrid
RRAS2,LGALS4,Two-hybrid
RTN4,CRMP1,Two-hybrid
RTN4,PRR13,Two-hybrid
RUSC2,DLST,Two-hybrid
SGSM2,AFP,Two-hybrid
SGSM2,CELSR3,Two-hybrid
SGSM2,Ilf2,Two-hybrid
SGSM2,KHDRBS3,Two-hybrid
SGSM2,RGMA,Two-hybrid
SGSM2,RPS25,Two-hybrid
RUVBL1,KIAA1377,Two-hybrid
RUVBL2,FDFT1,Two-hybrid
S100A10,COPS6,Two-hybrid
S100A8,C14orf1,Two-hybrid
S100A8,PRMT1,Two-hybrid
S100A8,PDCD11,Two-hybrid
S100A8,PPIA,Two-hybrid
SAFB2,CHGB,Two-hybrid
SAT1,ABCB8,Two-hybrid
SAT1,EVA1A,Two-hybrid
SAT1,NMRK2,Two-hybrid
SAT1,INO80C,Two-hybrid
SAT1,SARAF,Two-hybrid
ATXN2,CHGB,Two-hybrid
SCFD1,DLST,Two-hybrid
SCMH1,SCMH1,Two-hybrid
SEPHS1,C9orf9,Two-hybrid
SEPHS1,GBP2,Two-hybrid
SERF2,CHD3,Two-hybrid
SERPINA5,COPS6,Two-hybrid
SERPINH1,SLC35F6,Two-hybrid
SFPQ,HN1,Two-hybrid
SRSF4,HAP1,Two-hybrid
SCG5,UBQLN4,Two-hybrid
SH3YL1,VIM,Two-hybrid
ST3GAL3,ACTG1,Two-hybrid
ST3GAL3,SCAMP2,Two-hybrid
ST3GAL3,ZBTB5,Two-hybrid
SLC25A11,COPA,Two-hybrid
SLC27A6,CUTC,Two-hybrid
SLC27A6,TNFRSF10C,Two-hybrid
SLC27A6,VIM,Two-hybrid
SLC38A3,SETDB1,Two-hybrid
SUMO2,MAF1,Two-hybrid
SNAP25,PRRT2,Two-hybrid
SNAPIN,LAMC1,Two-hybrid
SNCAIP,GET4,Two-hybrid
SNCAIP,SH2D3C,Two-hybrid
SEC11A,SLC35F6,Two-hybrid
SPG7,RALY,Two-hybrid
SPTAN1,PIN4,Two-hybrid
PRSS23,B2M,Two-hybrid
PRSS23,CHP1,Two-hybrid
PRSS23,TMEM222,Two-hybrid
PRSS23,EFNA3,Two-hybrid
PRSS23,PDDC1,Two-hybrid
PRSS23,GRK6,Two-hybrid
PRSS23,HSPA4,Two-hybrid
PRSS23,NIPBL,Two-hybrid
PRSS23,NCAPD3,Two-hybrid
PRSS23,MAPK8IP2,Two-hybrid
PRSS23,PHF23,Two-hybrid
PRSS23,RECQL4,Two-hybrid
PRSS23,SHMT1,Two-hybrid
PRSS23,TCF12,Two-hybrid
PRSS23,TRAPPC4,Two-hybrid
SSFA2,LUC7L2,Two-hybrid
SUPT7L,PTN,Two-hybrid
STAR,FEZ1,Two-hybrid
STAU2,KIAA1377,Two-hybrid
STMN4,IMMT,Two-hybrid
STMN4,PHIP,Two-hybrid
STRN4,AK5,Two-hybrid
STRN4,ASNS,Two-hybrid
STRN4,DDX39B,Two-hybrid
STRN4,CLDN12,Two-hybrid
STRN4,GDF9,Two-hybrid
STRN4,NBEA,Two-hybrid
STRN4,PI4KA,Two-hybrid
STRN4,ECSIT,Two-hybrid
STRN4,SLC25A6,Two-hybrid
STRN4,MTG1,Two-hybrid
STUB1,MPP1,Two-hybrid
STX11,PSMC3,Two-hybrid
STX11,SLC38A2,Two-hybrid
STX1A,CCSER2,Two-hybrid
SULT1E1,C14orf1,Two-hybrid
SUMF2,FBXW7,Two-hybrid
SUV39H2,Cggbp1,Two-hybrid
SVIL,LUC7L2,Two-hybrid
PDPN,TOM1L1,Two-hybrid
TAC3,CCDC90B,Two-hybrid
TADA3,EIF3J,Two-hybrid
TAZ,CHGB,Two-hybrid
TBC1D17,CALCOCO1,Two-hybrid
TBC1D17,TAX1BP1,Two-hybrid
TBCD,XRCC6,Two-hybrid
TCEA2,AKT1S1,Two-hybrid
TCEA2,FBF1,Two-hybrid
TCEA2,CENPT,Two-hybrid
TCEA2,WDR47,Two-hybrid
TCEA2,CCSER2,Two-hybrid
TCEA2,RPA1,Two-hybrid
TCEA2,SH3GL2,Two-hybrid
TCEA2,TAX1BP3,Two-hybrid
TCF21,APLP1,Two-hybrid
TDGF1,BAG6,Two-hybrid
TERF1,CAPNS1,Two-hybrid
TERF1,DLG5,Two-hybrid
TERF1,RIC8A,Two-hybrid
TERF1,SH3GL3,Two-hybrid
TERF1,ZBTB16,Two-hybrid
NELFCD,ARPC4,Two-hybrid
NELFCD,EPRS,Two-hybrid
NELFCD,SERF2,Two-hybrid
THAP8,DYNLL1,Two-hybrid
THAP8,TP53,Two-hybrid
TM4SF1,DNAJA1,Two-hybrid
TSPAN6,CHD3,Two-hybrid
TNFRSF10C,APOA1,Two-hybrid
TNFRSF10C,FAM101B,Two-hybrid
FAS,C14orf1,Two-hybrid
TNFSF10,ACP5,Two-hybrid
PSMG2,SLC35F6,Two-hybrid
CELF3,C14orf1,Two-hybrid
TOB1,SCMH1,Two-hybrid
TOB1,SETDB1,Two-hybrid
TOE1,APLP1,Two-hybrid
TOE1,Dnaja2,Two-hybrid
TOE1,SUMO1,Two-hybrid
TOMM20,APOA1,Two-hybrid
TOMM20,PPHLN1,Two-hybrid
PBK,GPRASP1,Two-hybrid
TP53BP2,USP4,Two-hybrid
TP53I3,FUNDC2,Two-hybrid
TPD52L1,GPR135,Two-hybrid
TPD52L1,HDAC1,Two-hybrid
RNF216,RNF216,Two-hybrid
TRIM46,AK5,Two-hybrid
TSC22D1,CORO2B,Two-hybrid
TSC22D1,CCDC90B,Two-hybrid
TSPYL1,HAP1,Two-hybrid
TUBB3,SPTSSA,Two-hybrid
TUBB3,INSM1,Two-hybrid
TUBB3,SEL1L3,Two-hybrid
TUBB3,LAPTM4A,Two-hybrid
TUBB3,MRPL28,Two-hybrid
TUBB3,PHIP,Two-hybrid
TUBB3,ROBO1,Two-hybrid
UBC,DLGAP4,Two-hybrid
UBE2D3,MEX3B,Two-hybrid
UBE2E1,CBWD5,Two-hybrid
UBE2E1,PAEP,Two-hybrid
UBXN4,TOM1L1,Two-hybrid
UGDH,AK5,Two-hybrid
ULK2,POLA2,Two-hybrid
UMPS,CDC42EP3,Two-hybrid
USP11,SETDB1,Two-hybrid
USP13,DVL1,Two-hybrid
USP13,FUNDC2,Two-hybrid
USP13,SPRR2C,Two-hybrid
USP22,HEXA,Two-hybrid
USP22,MRPL10,Two-hybrid
USP22,PSME1,Two-hybrid
USP22,SCFD1,Two-hybrid
WFDC2,PTN,Two-hybrid
XPNPEP1,POLA2,Two-hybrid
DCTPP1,DCTPP1,Two-hybrid
ZCCHC10,PIN1,Two-hybrid
ZFP64,C14orf1,Two-hybrid
ZBTB22,UBQLN4,Two-hybrid
RNF114,AK5,Two-hybrid
ZSCAN16,SLC25A38,Two-hybrid
ZNF585B,RIC8A,Two-hybrid
ZNF594,GOLGA2,Two-hybrid
KLHL20,C14orf1,Two-hybrid
KLHL20,GBP2,Two-hybrid
KLHL20,KIAA1377,Two-hybrid
KLHL20,LUC7L2,Two-hybrid
KLHL20,LRIF1,Two-hybrid
ABCD4,XRCC6,Two-hybrid
ABCD4,PEA15,Two-hybrid
AGR2,BRD7,Two-hybrid
AGR2,CCDC90B,Two-hybrid
AKR1C3,ZHX1,Two-hybrid
ALB,LUC7L2,Two-hybrid
ALDH2,SLC35F6,Two-hybrid
ALDH2,IGSF21,Two-hybrid
ANXA3,IGSF21,Two-hybrid
KDM1A,SETDB1,Two-hybrid
TXNDC9,GIT1,Two-hybrid
APLP1,UTP14A,Two-hybrid
ARF1,WBP11,Two-hybrid
ARL4D,EPRS,Two-hybrid
ARL15,B4GALT3,Two-hybrid
ARL15,FUNDC2,Two-hybrid
ARL15,CCDC90B,Two-hybrid
ARL15,UBR1,Two-hybrid
ARHGDIA,JUP,Two-hybrid
RHOH,LRIF1,Two-hybrid
RHOH,UTP14A,Two-hybrid
ARIH2,CBR3,Two-hybrid
ARIH2,ENSA,Two-hybrid
ARIH2,IL4R,Two-hybrid
ARIH2,PPP2R1A,Two-hybrid
ARIH2,SLC1A6,Two-hybrid
ARL6IP1,FBXW7,Two-hybrid
ARL6IP1,FDFT1,Two-hybrid
ARPC3,CDKN2B,Two-hybrid
ARRB2,MED8,Two-hybrid
ARRB2,STC2,Two-hybrid
SRRT,IMMT,Two-hybrid
ASAH1,SETDB1,Two-hybrid
ASAH1,TSC22D1,Two-hybrid
ASCC2,URM1,Two-hybrid
ASCC2,RADIL,Two-hybrid
ASCC2,GTF3C1,Two-hybrid
ASCC2,FUNDC2,Two-hybrid
ASCC2,IMMT,Two-hybrid
ASCC2,MYH9,Two-hybrid
ASCC2,PIN4,Two-hybrid
ASCC2,PJA1,Two-hybrid
ASCC2,POLDIP2,Two-hybrid
ASCC2,SNRPB,Two-hybrid
ASCC2,TBC1D17,Two-hybrid
ASH2L,UNC119,Two-hybrid
ATF3,IGSF21,Two-hybrid
ATF3,LRIF1,Two-hybrid
ATP1B1,LRIF1,Two-hybrid
ATP5C1,CCND3,Two-hybrid
ATP5C1,CCT7,Two-hybrid
ATP5C1,ELOF1,Two-hybrid
ATP5C1,MED15,Two-hybrid
ATP5C1,PJA1,Two-hybrid
ATP5J2,KDM1A,Two-hybrid
ATP5J2,CRELD1,Two-hybrid
ATP5J2,FBP1,Two-hybrid
ATP5J2,CCDC137,Two-hybrid
ATP5J2,NDUFA6,Two-hybrid
ATP6AP1,ANG,Two-hybrid
ATP6AP1,HBA1,Two-hybrid
ATP6V1F,KIAA1377,Two-hybrid
ATRX,CCSER2,Two-hybrid
ATRX,KIAA1377,Two-hybrid
ATRX,LUC7L2,Two-hybrid
ATRX,PTN,Two-hybrid
ATRX,PTPN4,Two-hybrid
AXIN1,AXIN1,Two-hybrid
AXIN1,GAK,Two-hybrid
AXIN1,UTP14A,Two-hybrid
B2M,BAG6,Two-hybrid
BCAR1,FXYD6,Two-hybrid
BCAR1,PPP1R15A,Two-hybrid
BCAR1,Tuba1a,Two-hybrid
BCAR1,VPS11,Two-hybrid
BCR,IGSF21,Two-hybrid
BMI1,IMMT,Two-hybrid
BMI1,KIAA1377,Two-hybrid
BMI1,PTN,Two-hybrid
BRD1,KIAA1377,Two-hybrid
BRIX1,CD48,Two-hybrid
BRIX1,SETDB1,Two-hybrid
BRMS1,EEF1A1,Two-hybrid
BRMS1,LRIF1,Two-hybrid
BTBD2,C14orf1,Two-hybrid
BTBD2,GBP2,Two-hybrid
BTBD2,GDF9,Two-hybrid
BTBD2,CCDC90B,Two-hybrid
BTBD2,IGSF21,Two-hybrid
BTBD2,PTN,Two-hybrid
FRA10AC1,EEF1D,Two-hybrid
C10orf88,CLTC,Two-hybrid
C10orf88,IMMT,Two-hybrid
LINC00341,LUC7L2,Two-hybrid
YLPM1,PRMT1,Two-hybrid
WDR62,RALY,Two-hybrid
WDR62,LRIF1,Two-hybrid
WDR62,TBP,Two-hybrid
UBQLN4,SMARCB1,Two-hybrid
ORAI2,COPS6,Two-hybrid
ORAI2,GDF9,Two-hybrid
ORAI2,SETDB1,Two-hybrid
ORAI2,UNC119,Two-hybrid
GET4,CAPNS1,Two-hybrid
GET4,PLK1,Two-hybrid
GET4,TTR,Two-hybrid
YAE1D1,VIM,Two-hybrid
PLGRKT,XRCC6,Two-hybrid
CAAP1,KAT7,Two-hybrid
CAAP1,PTN,Two-hybrid
CACNB4,MED31,Two-hybrid
CACNB4,PTN,Two-hybrid
CASP8,CASP8,Two-hybrid
CASP8,CHD3,Two-hybrid
CBX1,UCHL1,Two-hybrid
CBX8,HAP1,Two-hybrid
CBX8,SETDB1,Two-hybrid
CCL18,C14orf1,Two-hybrid
CDC42,KAT5,Two-hybrid
CDH10,COPS6,Two-hybrid
CDH10,PTN,Two-hybrid
CDK5RAP2,MAGEH1,Two-hybrid
CDK5RAP2,PTN,Two-hybrid
CDK5RAP2,SENP2,Two-hybrid
CDK5RAP2,ZPR1,Two-hybrid
