OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,EXPERIMENTAL_SYSTEM
IVL,LOR,Reconstituted Complex
IVL,KRT1,Reconstituted Complex
KRT1,LOR,Reconstituted Complex
LOR,LOR,Reconstituted Complex
IGF1R,CSK,Affinity Capture-Western
RPGRIP1,RPGR,Affinity Capture-Western
RPGR,RPGRIP1,Reconstituted Complex
GTF2I,BTK,Affinity Capture-Western
SUDS3,SIN3A,Two-hybrid
SUDS3,SIN3B,Two-hybrid
SUDS3,SIN3A,Reconstituted Complex
SUDS3,SIN3B,Reconstituted Complex
SUDS3,SIN3A,Affinity Capture-Western
SUDS3,SIN3B,Affinity Capture-Western
SUDS3,SUDS3,Reconstituted Complex
SUDS3,SUDS3,Two-hybrid
SUDS3,HDAC1,Affinity Capture-Western
TRIP10,ARHGAP17,Two-hybrid
ARHGAP17,SRC,Reconstituted Complex
ARHGAP17,CRK,Reconstituted Complex
ARHGAP17,GRB2,Reconstituted Complex
ARHGAP17,PIK3R1,Reconstituted Complex
ARHGAP17,LCK,Reconstituted Complex
ARHGAP17,FNBP1,Reconstituted Complex
ARHGAP17,TRIP10,Reconstituted Complex
ARHGAP17,PACSIN1,Reconstituted Complex
ARHGAP17,CTTN,Reconstituted Complex
ARHGAP17,SH3GLB1,Reconstituted Complex
ARHGAP17,BTK,Reconstituted Complex
ARHGAP17,ABL1,Reconstituted Complex
TRIP10,ARHGAP17,Affinity Capture-Western
ARHGAP17,RAC1,Biochemical Activity
ARHGAP17,CDC42,Biochemical Activity
ARHGAP44,CDC42,Biochemical Activity
ARHGAP44,RAC1,Biochemical Activity
PRKAR2A,PDE4A,Affinity Capture-Western
AKAP6,PDE4A,Affinity Capture-Western
PDE4A,AKAP6,Affinity Capture-Western
PDE4A,PRKAR2A,Affinity Capture-Western
PDE4D,AKAP6,Affinity Capture-Western
IGF1R,PTK2,Affinity Capture-Western
IGF1R,IRS1,Affinity Capture-Western
IGF1R,PXN,Affinity Capture-Western
IGF1R,PTPN11,Affinity Capture-Western
PTK2,PTPN11,Affinity Capture-Western
TP53,E4F1,Two-hybrid
E4F1,TP53,Reconstituted Complex
TP53,E4F1,Affinity Capture-Western
FMR1,CYFIP1,Reconstituted Complex
CYFIP1,FMR1,Affinity Capture-Western
CYFIP1,FXR1,Affinity Capture-Western
CYFIP1,FXR2,Affinity Capture-Western
CYFIP1,NCL,Affinity Capture-Western
FMR1,CYFIP1,Two-hybrid
FMR1,CYFIP2,Reconstituted Complex
FXR2,CYFIP1,Two-hybrid
STIP1,HSPA4,Affinity Capture-Western
STIP1,HSP90AA1,Affinity Capture-Western
STAT1,IRF1,Affinity Capture-Western
STAT1,IRF1,Reconstituted Complex
ACVR2A,BMP6,Affinity Capture-Western
ACVR2B,BMP6,Affinity Capture-Western
BMPR2,BMP6,Affinity Capture-Western
BMPR1A,BMP6,Affinity Capture-Western
MAGI3,BAI1,Two-hybrid
MAGI3,PTEN,Two-hybrid
MAGI3,PTEN,Reconstituted Complex
PTEN,MAGI3,Affinity Capture-Western
CDK4,CDC37,Affinity Capture-Western
CDC37,CDK4,Reconstituted Complex
TMF1,AR,Reconstituted Complex
AR,TMF1,Two-hybrid
AR,TMF1,Far Western
HTR2C,DLG4,Reconstituted Complex
HTR2C,LIN7C,Reconstituted Complex
HTR2C,APBA1,Reconstituted Complex
BAX,SLC25A4,Affinity Capture-Western
SLC25A4,BAX,Two-hybrid
PRKCD,PTK2B,Affinity Capture-Western
CRK,DOCK1,Reconstituted Complex
CRK,GRB2,Far Western
LTF,LYZ,Reconstituted Complex
B4GALNT1,B4GALNT1,Affinity Capture-Western
TNFRSF10A,DAP3,Affinity Capture-Western
TNFRSF25,DAP3,Reconstituted Complex
DAP3,FADD,Affinity Capture-Western
TNFRSF10A,DAP3,Two-hybrid
FADD,DAP3,Two-hybrid
CD44,VAV2,Affinity Capture-Western
GRB2,VAV2,Affinity Capture-Western
GRB2,ERBB2,Affinity Capture-Western
GDI1,RAB9A,Reconstituted Complex
YWHAZ,GP1BA,Reconstituted Complex
GP1BA,YWHAZ,Affinity Capture-Western
RAC1,DOCK1,Reconstituted Complex
STAT1,SRC,Affinity Capture-Western
BCL2,BNIPL,Reconstituted Complex
BCL2L1,BNIPL,Reconstituted Complex
PTPN11,KIT,Reconstituted Complex
HIP1,HIP1R,Affinity Capture-Western
HIP1,HIP1R,Reconstituted Complex
OPRL1,PNOC,Reconstituted Complex
EGFR,ARF4,Two-hybrid
EGFR,ARF4,Affinity Capture-Western
POU2F2,HMGB2,Far Western
HMGB2,POU2F2,Reconstituted Complex
CD247,TRAT1,Affinity Capture-Western
MAGI1,Net1,Reconstituted Complex
NET1,MAGI1,Affinity Capture-Western
ARF1,ARF1,Co-crystal Structure
SMN1,HNRNPR,Affinity Capture-Western
TOR1A,SNCA,FRET
DAB2,DAB2IP,Affinity Capture-Western
DAB2,DAB2IP,Reconstituted Complex
MAP4K1,GRB2,Two-hybrid
MAP4K1,NCK1,Two-hybrid
GRB2,MAP4K1,Reconstituted Complex
MAP4K1,GRB2,Affinity Capture-Western
MAP4K1,EGFR,Co-fractionation
RAPGEF4,RIMS2,Affinity Capture-Western
EPOR,GNAI1,Reconstituted Complex
TRAF2,CHUK,Reconstituted Complex
TRAF2,IKBKB,Reconstituted Complex
PRKACA,CCC2,Biochemical Activity
COPB1,ARCN1,Two-hybrid
ARCN1,COPB1,Two-hybrid
COPZ1,COPG1,Two-hybrid
COPA,COPE,Reconstituted Complex
ARCN1,COPB1,Reconstituted Complex
TAX1BP1,TNFAIP3,Affinity Capture-Western
PTPRC,CD8A,FRET
PTPRC,CD4,FRET
IL10,IL10RA,Co-crystal Structure
ERC1,RAB6A,Reconstituted Complex
ERC1,RAB6B,Reconstituted Complex
RAB6A,ERC1,Two-hybrid
FYN,VAV1,Affinity Capture-Western
CDH1,ARPC2,Affinity Capture-Western
TAF1,GTF2F1,Biochemical Activity
TAF1,RB1,Reconstituted Complex
TAF1,TBP,Reconstituted Complex
SDC1,HGF,Reconstituted Complex
AHR,TBP,Reconstituted Complex
AHR,GTF2F2,Reconstituted Complex
AHR,GTF2F1,Reconstituted Complex
ARNT,GTF2F1,Reconstituted Complex
ARNT,GTF2F2,Reconstituted Complex
CALM1,SNCA,Reconstituted Complex
RB1,ENC1,Affinity Capture-Western
RB1,ENC1,Reconstituted Complex
FYN,NTRK2,Reconstituted Complex
NTRK2,FYN,Affinity Capture-Western
EPS15,HGS,Reconstituted Complex
HGS,EPS15,Two-hybrid
EPS15,AP2A2,Reconstituted Complex
UBQLN1,PSEN1,Two-hybrid
UBQLN1,PSEN2,Two-hybrid
UBQLN1,PSEN1,Reconstituted Complex
UBQLN1,PSEN2,Reconstituted Complex
ESR1,CEBPB,Reconstituted Complex
RCC1,RANBP3,Two-hybrid
RANBP3,RCC1,Reconstituted Complex
RCC1,XPO1,Reconstituted Complex
PRKACA,CAV1,Affinity Capture-Western
VAMP1,STX4,Two-hybrid
VAMP2,STX4,Two-hybrid
RAD50,MRE11A,Co-purification
RAD50,NBN,Co-purification
MRE11A,NBN,Co-purification
IKBKG,TANK,Two-hybrid
IKBKG,TANK,Reconstituted Complex
TANK,IKBKG,Affinity Capture-Western
IKBKG,IKBKB,Affinity Capture-Western
TANK,CHUK,Affinity Capture-Western
C1D,TSNAX,Two-hybrid
C1D,TSNAX,Reconstituted Complex
ERBB2IP,LRRC1,Reconstituted Complex
LRRC1,DLG4,Two-hybrid
LRRC1,DLG1,Two-hybrid
ADAP1,CSNK1A1,Reconstituted Complex
ADAP1,CSNK1A1,Affinity Capture-Western
BTG1,CNOT7,Two-hybrid
BTG1,CNOT7,Reconstituted Complex
CSF3R,JAK1,Affinity Capture-Western
PGR,RELA,Reconstituted Complex
CTLA4,CD86,Co-crystal Structure
FBN1,MFAP2,Reconstituted Complex
CDK4,RFC1,Affinity Capture-Western
CCND1,RFC1,Affinity Capture-Western
PCNA,RFC1,Affinity Capture-Western
RB1,RFC1,Affinity Capture-Western
RAN,RCC1,Reconstituted Complex
MATK,PXN,Affinity Capture-Western
PLG,C7,Reconstituted Complex
SP1,KLF10,Reconstituted Complex
SP1,SREBF2,Reconstituted Complex
SP1,ELF1,Reconstituted Complex
SP1,POU2F1,Reconstituted Complex
SP1,HCFC1,Reconstituted Complex
SP1,POGZ,Reconstituted Complex
PTPRF,TRIO,Affinity Capture-Western
SHB,GRB2,Affinity Capture-Western
KLK2,SERPINF2,Reconstituted Complex
KLK2,SERPINA3,Reconstituted Complex
PTPRC,GANAB,Affinity Capture-Western
MAP3K8,MAP2K1,Biochemical Activity
MAP3K8,MAP2K4,Biochemical Activity
CDH1,PSEN1,Affinity Capture-Western
PSEN1,CTNNA1,Affinity Capture-Western
JAK2,VAV1,Affinity Capture-Western
ATP6AP2,REN,Reconstituted Complex
RHOA,KTN1,Two-hybrid
RAC1,KTN1,Two-hybrid
CD2,LGALS1,Affinity Capture-Western
SKP2,CUL1,Reconstituted Complex
SKP2,CUL1,Affinity Capture-Western
SKP1,CUL1,Affinity Capture-Western
SOX6,CTBP2,Two-hybrid
CTBP2,SOX6,Affinity Capture-Western
TJP1,TJP2,Affinity Capture-Western
OCLN,TJP1,Reconstituted Complex
NACA,FOS,Reconstituted Complex
NACA,JUN,Reconstituted Complex
NACA,JUN,Two-hybrid
RAB6B,KIF20A,Two-hybrid
RGS2,GNAI3,Reconstituted Complex
RGS5,GNAI3,Reconstituted Complex
RGS5,GNAI2,Reconstituted Complex
RGS5,GNAO1,Reconstituted Complex
RGS16,GNAI3,Reconstituted Complex
RGS16,GNAI2,Reconstituted Complex
RGS16,GNAO1,Reconstituted Complex
NEU1,GALNS,Co-purification
VAMP3,BCAP31,Reconstituted Complex
VAMP2,BCAP31,Reconstituted Complex
BCAP31,VAMP3,Affinity Capture-Western
EBI3,CANX,Affinity Capture-Western
ASCL1,TCF4,Reconstituted Complex
ASCL1,TCF4,Two-hybrid
TIMP1,MMP1,Reconstituted Complex
CSF2RB,JAK2,Affinity Capture-Western
KIT,JAK2,Affinity Capture-Western
RAF1,JAK2,Reconstituted Complex
RAN,XPO1,Reconstituted Complex
CDK1,SPAG5,Biochemical Activity
RALA,RALBP1,Two-hybrid
GPR143,GNAI1,Affinity Capture-Western
GPR143,SUCLG2,Affinity Capture-Western
GPR143,SUCLG2,Reconstituted Complex
GPR143,GNAI1,Reconstituted Complex
CHML,RAB1A,Reconstituted Complex
CHML,RAB5A,Reconstituted Complex
CALR,TAPBP,Affinity Capture-Western
ARHGEF4,APC,Reconstituted Complex
ARHGEF4,APC,Affinity Capture-Western
ARHGEF4,RHOA,Reconstituted Complex
ARHGEF4,RAC1,Reconstituted Complex
BTRC,JUP,Affinity Capture-Western
PDE4D,GNB2L1,Two-hybrid
GNB2L1,PDE4D,Affinity Capture-Western
GNB2L1,PDE4D,Reconstituted Complex
EIF4EBP1,EIF4E,Reconstituted Complex
RHEB,RAF1,Two-hybrid
RHEB,RAF1,Reconstituted Complex
GRB2,PTPRA,Reconstituted Complex
GRB2,PTPRA,Affinity Capture-Western
HOXB8,PBX3,Reconstituted Complex
HOXB8,PBX1,Reconstituted Complex
VDR,VDR,Co-crystal Structure
SLC26A3,SLC9A3R2,Reconstituted Complex
SYTL4,STX1A,Affinity Capture-Western
STX1A,SYTL4,Reconstituted Complex
RAB27A,SYTL4,Affinity Capture-Western
PPP2R4,STRN3,Affinity Capture-Western
GRK1,RCVRN,Reconstituted Complex
MED21,MED6,Co-purification
MED21,MED14,Co-purification
MED6,MED14,Co-purification
MED6,MED21,Co-purification
TP53,ZNF148,Affinity Capture-Western
ZNF148,TP53,Reconstituted Complex
BEST1,PPP2CA,Affinity Capture-Western
BEST1,PPP2CA,Reconstituted Complex
EPHA3,EFNB2,Reconstituted Complex
TGFBR2,TGFB1,Affinity Capture-Western
TGFBR2,TGFB2,Affinity Capture-Western
TGFBR2,TGFB3,Affinity Capture-Western
HSF1,CEBPB,Affinity Capture-Western
HSF1,CEBPB,Reconstituted Complex
ISL1,ISL1,Reconstituted Complex
ISL1,LMX1A,Reconstituted Complex
LMX1A,LMX1A,Reconstituted Complex
LHX1,LHX3,Reconstituted Complex
LMX1A,LHX3,Reconstituted Complex
ISL1,LHX3,Reconstituted Complex
ISL2,LHX3,Reconstituted Complex
ISL2,ISL1,Reconstituted Complex
LMO2,ISL1,Reconstituted Complex
LMX1A,LHX3,Affinity Capture-Western
MITF,FOS,Affinity Capture-Western
SPI1,MITF,Reconstituted Complex
BCL2,CDK1,Affinity Capture-Western
GIT1,PTPRZ1,Affinity Capture-Western
NCF1,NCF4,Reconstituted Complex
DLG4,CACNG2,Affinity Capture-Western
LYN,PRKDC,Reconstituted Complex
VCAM1,MSN,Affinity Capture-Western
VCAM1,EZR,Affinity Capture-Western
VCAM1,EZR,Reconstituted Complex
VCAM1,MSN,Reconstituted Complex
JAK2,SH2B1,Two-hybrid
SH2B1,JAK2,Reconstituted Complex
SH2B1,JAK2,Affinity Capture-Western
RALBP1,REPS2,Affinity Capture-Western
REPS2,RALBP1,Reconstituted Complex
RALA,RALBP1,Reconstituted Complex
GRB2,REPS2,Reconstituted Complex
AR,SRY,Two-hybrid
AR,SRY,Reconstituted Complex
AKAP1,PRKAR1A,Reconstituted Complex
AKAP1,PRKAR2A,Reconstituted Complex
ABI2,ABL1,Reconstituted Complex
ABI2,ABL1,Affinity Capture-Western
FKBP5,PGR,Affinity Capture-Western
TRPC4,ITPR2,Two-hybrid
TRPC4,ITPR3,Two-hybrid
TRPC4,ITPR1,Two-hybrid
ABL1,EVL,Reconstituted Complex
SRC,EVL,Reconstituted Complex
LYN,EVL,Reconstituted Complex
APBB1,EVL,Reconstituted Complex
PFN2,EVL,Reconstituted Complex
EXOSC5,EXOSC1,Two-hybrid
EXOSC7,EXOSC1,Two-hybrid
EXOSC1,EXOSC5,Reconstituted Complex
EXOSC1,EXOSC7,Reconstituted Complex
GSTA1,GSTA1,Co-purification
HSPA1A,MAP3K5,Reconstituted Complex
MAP3K5,HSPA1A,Affinity Capture-Western
LMBR1L,LCN1,Reconstituted Complex
DCC,MAPK3,Two-hybrid
MAPK1,IER3,Biochemical Activity
MAPK3,IER3,Affinity Capture-Western
STX1A,STXBP5,Reconstituted Complex
NCK2,EGFR,Reconstituted Complex
NCK2,PDGFRB,Reconstituted Complex
NCK2,DOK1,Reconstituted Complex
HNF1B,CREB1,Two-hybrid
HNF1B,ATF1,Two-hybrid
LYN,PPP1R15A,Two-hybrid
LYN,PPP1R15A,Affinity Capture-Western
LYN,PPP1R15A,Reconstituted Complex
TRAF2,IL15RA,Affinity Capture-Western
SRI,SRI,Co-crystal Structure
CNOT8,BTG1,Two-hybrid
CNOT8,BTG2,Two-hybrid
BTG1,CNOT8,Reconstituted Complex
BTG2,CNOT8,Reconstituted Complex
BTG1,CNOT7,Two-hybrid
CNOT7,BTG2,Reconstituted Complex
ITPR1,FKBP1A,Two-hybrid
GRB2,OCRL,Reconstituted Complex
ADAM9,PRKCD,Affinity Capture-Western
MCAM,FYN,Affinity Capture-Western
NFE2L3,MAFK,Two-hybrid
PRKDC,ILF3,Co-purification
PRKDC,ILF2,Co-purification
PRKDC,EIF2S2,Co-purification
ILF2,PRKDC,Affinity Capture-Western
ILF3,PRKDC,Affinity Capture-Western
LTBR,TRAF3,Affinity Capture-Western
KLC1,APP,Reconstituted Complex
RABAC1,VAMP2,Two-hybrid
RABAC1,RAB1A,Two-hybrid
RABAC1,RAB3A,Two-hybrid
RABAC1,VAMP2,Reconstituted Complex
RAB13,PDE6D,Two-hybrid
CD34,CRKL,Reconstituted Complex
CD34,CRKL,Affinity Capture-Western
SEC24C,SEC23A,Affinity Capture-Western
SEC24B,SEC23A,Affinity Capture-Western
SEC24C,SEC23A,Two-hybrid
MAP4K1,MAP3K7,Affinity Capture-Western
FBLN2,FBN1,Reconstituted Complex
CBX5,TRIM28,Two-hybrid
TRIM28,CBX5,Affinity Capture-Western
AES,HNF1A,Two-hybrid
AES,AES,Two-hybrid
TLE4,HDAC1,Affinity Capture-Western
TLN1,ITGB3,Reconstituted Complex
PRKCQ,AKT1,Reconstituted Complex
PRKCQ,AKT1,Affinity Capture-Western
CAMK2G,SMAD2,Biochemical Activity
CAMK2G,SMAD4,Biochemical Activity
SMAD4,SMAD2,Affinity Capture-Western
CDK5,CCND2,Affinity Capture-Western
G6PD,G6PD,Co-crystal Structure
ZBTB16,ZBTB16,Reconstituted Complex
CRK,RET,Reconstituted Complex
SYT2,SYNCRIP,Reconstituted Complex
SYT7,SYNCRIP,Reconstituted Complex
SYT8,SYNCRIP,Reconstituted Complex
SYT9,SYNCRIP,Reconstituted Complex
SYNCRIP,SYT7,Affinity Capture-Western
SYNCRIP,SYT8,Affinity Capture-Western
SYNCRIP,SYT9,Affinity Capture-Western
SYT1,SYNCRIP,Reconstituted Complex
SYT3,SYNCRIP,Reconstituted Complex
SYT4,SYNCRIP,Reconstituted Complex
CHUK,MAP3K14,Affinity Capture-Western
MAP3K14,MAP3K14,Affinity Capture-Western
NF2,PXN,Reconstituted Complex
SMAD2,SMAD4,Reconstituted Complex
FYN,SLAMF1,Reconstituted Complex
FYN,SH2D1A,Reconstituted Complex
BLK,CD79A,Affinity Capture-Western
BLK,CD79B,Affinity Capture-Western
NXF1,DHX9,Reconstituted Complex
DHX9,NXF1,Affinity Capture-Western
BIRC2,TRAF2,Two-hybrid
BIRC3,TRAF2,Two-hybrid
SLC12A3,PDIA3,Two-hybrid
TRIM24,NR3C2,Reconstituted Complex
KCNB1,SNAP25,Reconstituted Complex
IL17RB,IL17B,Reconstituted Complex
CFTR,SNAP23,Affinity Capture-Western
CFTR,STX1A,Affinity Capture-Western
CFTR,SNAP23,Reconstituted Complex
PPFIA4,NCOA2,Two-hybrid
PPFIA4,NCOA2,Reconstituted Complex
PPFIA1,NCOA2,Affinity Capture-Western
YWHAB,IGF1R,Reconstituted Complex
PIGK,GPAA1,Co-fractionation
GPAA1,PIGK,Affinity Capture-Western
GPAA1,PIGS,Affinity Capture-Western
GPAA1,PIGT,Affinity Capture-Western
MYB,MAF,Reconstituted Complex
ETS1,MAF,Reconstituted Complex
MYB,MAF,Two-hybrid
THBS1,PLG,Reconstituted Complex
RAB27B,SYTL4,Affinity Capture-Western
RAB27B,SYTL4,Reconstituted Complex
HRAS,RAF1,Reconstituted Complex
HRAS,MAP2K1,Affinity Capture-Western
POLB,XRCC1,Reconstituted Complex
POLB,XRCC1,Affinity Capture-Western
CASK,SDC1,Reconstituted Complex
CASK,SDC2,Reconstituted Complex
CASK,EPB41,Reconstituted Complex
SNW1,Vdr,Two-hybrid
SNW1,Vdr,Reconstituted Complex
CSF2,SDC2,Reconstituted Complex
SDC2,CSF2RA,Affinity Capture-Western
PFN1,RHOQ,Reconstituted Complex
DVL1,AXIN1,Affinity Capture-Western
FRAT1,DVL1,Affinity Capture-Western
ARAF,PIK3R1,Reconstituted Complex
ERCC3,GTF2H1,Affinity Capture-Western
ERCC3,GTF2H2,Affinity Capture-Western
ERCC3,GTF2H3,Affinity Capture-Western
ERCC3,GTF2H4,Affinity Capture-Western
ERCC3,ERCC2,Affinity Capture-Western
CAMK2A,GRIN2B,Reconstituted Complex
HGS,STAM,Affinity Capture-Western
HNRNPK,CSK,Affinity Capture-Western
CSK,HNRNPK,Biochemical Activity
MYC,SMAD2,Affinity Capture-Western
MYC,SMAD3,Affinity Capture-Western
MYC,SMAD2,Reconstituted Complex
MYC,SMAD3,Reconstituted Complex
MYC,SMAD2,Two-hybrid
MYC,SMAD3,Two-hybrid
LRRC7,CTNND2,Affinity Capture-Western
LRRC7,CDH2,Affinity Capture-Western
LRRC7,CTNND2,Reconstituted Complex
LRRC7,CDH2,Reconstituted Complex
LRRC7,CTNND2,Two-hybrid
MAPK8,IRS1,Affinity Capture-Western
MAPK8,IRS1,Reconstituted Complex
DYNC2H1,DYNC2LI1,Co-fractionation
DYNC2LI1,DYNC2H1,Affinity Capture-Western
MCM3,MCM3AP,Affinity Capture-Western
MCM3,MCM3AP,Two-hybrid
FUS,SRSF10,Affinity Capture-Western
FUS,SRSF10,Two-hybrid
PLCG1,PRKD1,Affinity Capture-Western
SYK,PRKD1,Affinity Capture-Western
PLCG2,PRKD1,Affinity Capture-Western
MEF2D,NFATC2,Affinity Capture-Western
MEF2D,NFATC2,Reconstituted Complex
SGK3,GSK3B,Two-hybrid
SGK3,GSK3B,Affinity Capture-Western
FYN,PECAM1,Affinity Capture-Western
SRC,PECAM1,Affinity Capture-Western
LYN,PECAM1,Affinity Capture-Western
YES1,PECAM1,Affinity Capture-Western
HCK,PECAM1,Affinity Capture-Western
KIT,PIK3R1,Affinity Capture-Western
MAP3K7,MAP3K7,Reconstituted Complex
CGA,FSHB,Co-crystal Structure
BRCA2,RAD51,Affinity Capture-Western
TP53,BRCA2,Affinity Capture-Western
TRA2B,SRSF9,Reconstituted Complex
SDC2,SDCBP,Reconstituted Complex
HLA-C,KIR2DL1,Reconstituted Complex
HLA-C,KIR2DL3,Reconstituted Complex
HR,THRA,Affinity Capture-Western
HDAC1,HR,Affinity Capture-Western
HDAC2,HR,Affinity Capture-Western
HDAC3,HR,Affinity Capture-Western
HDAC5,HR,Affinity Capture-Western
TNFRSF1A,TRADD,Affinity Capture-Western
ASAP2,PTK2B,Reconstituted Complex
PTK2B,ASAP2,Affinity Capture-Western
ASAP2,SRC,Affinity Capture-Western
HNRNPK,VAV1,Affinity Capture-Western
FOS,GTF2E2,Reconstituted Complex
FOS,GTF2F2,Reconstituted Complex
FOS,GTF2F1,Reconstituted Complex
JUN,GTF2E2,Reconstituted Complex
JUN,GTF2F2,Reconstituted Complex
JUN,GTF2F1,Reconstituted Complex
EPS15,DNM2,Affinity Capture-Western
NCF1,TRAF4,Affinity Capture-Western
TP53,PPP1R13L,Affinity Capture-Western
NCOA3,ESRRA,Reconstituted Complex
NCOA3,ESRRB,Reconstituted Complex
NCOA2,ESRRB,Reconstituted Complex
XRCC1,PARP1,Two-hybrid
XRCC1,PARP1,Reconstituted Complex
CSTB,CST3,Biochemical Activity
NOTCH1,NUMB,Reconstituted Complex
CD84,SH2D1A,Affinity Capture-Western
CD84,SH2D1B,Affinity Capture-Western
ANK1,TTN,Two-hybrid
ANK1,TTN,Reconstituted Complex
XPA,RPA2,Reconstituted Complex
SLC9A1,TNIK,Reconstituted Complex
BCR,GRB2,Affinity Capture-Western
ARNT,AHR,Affinity Capture-Western
ARNT,AHRR,Affinity Capture-Western
ARNT,AHRR,Two-hybrid
ARNT,AHR,Two-hybrid
REPS1,RALBP1,Affinity Capture-Western
REPS1,RALBP1,Reconstituted Complex
LPA,FN1,Reconstituted Complex
LPA,FN1,Biochemical Activity
SH3GL1,DNM1,Reconstituted Complex
TP53,MED1,Affinity Capture-Western
RIPK1,TNFRSF1A,Affinity Capture-Western
THEM4,AKT1,Affinity Capture-Western
SMC1A,SMC3,Affinity Capture-Western
SMC1A,RAD21,Affinity Capture-Western
SMC1A,NUMA1,Affinity Capture-Western
SMC3,NUMA1,Affinity Capture-Western
SMC3,TUBB,Affinity Capture-Western
EYA1,SIX1,Affinity Capture-Western
EYA1,SIX1,Reconstituted Complex
SYK,FCER1G,Reconstituted Complex
SYK,MS4A2,Reconstituted Complex
BZRAP1,TSPO,Two-hybrid
BZRAP1,TSPO,Reconstituted Complex
TSC1,TSC2,Affinity Capture-Western
LMNA,SYNE1,Affinity Capture-Western
PSPH,PSPH,Co-crystal Structure
DUSP19,MAP2K7,Reconstituted Complex
DUSP19,MAPK9,Biochemical Activity
BTK,CBL,Reconstituted Complex
BTRC,SKP1,Reconstituted Complex
SKP2,SKP1,Reconstituted Complex
CD4,SPG21,Affinity Capture-Western
CD4,SPG21,Two-hybrid
NCOA2,NR3C1,Co-crystal Structure
NR3C1,NR3C1,Co-crystal Structure
SNRNP70,SRSF1,Far Western
SNRNP70,SRSF1,Two-hybrid
CD40,MS4A1,Affinity Capture-Western
FOXH1,SMAD2,Affinity Capture-Western
FOXH1,SMAD2,Two-hybrid
KCNS3,KCNB1,Affinity Capture-Western
PDGFRA,GRB2,Affinity Capture-Western
ILK,ITGB3,Affinity Capture-Western
F10,F7,Biochemical Activity
HCFC1R1,HCFC1,Affinity Capture-Western
NR3C1,CREB1,Reconstituted Complex
RAD51B,RAD51C,Co-purification
RAD51B,RAD51C,Affinity Capture-Western
RAD51B,RAD51D,Affinity Capture-Western
RAD51B,XRCC2,Affinity Capture-Western
RAD51C,XRCC2,Affinity Capture-Western
RAD51C,XRCC3,Affinity Capture-Western
RAD51C,RAD51B,Affinity Capture-Western
RAD51C,RAD51D,Affinity Capture-Western
WRN,TP53,Affinity Capture-Western
BLM,TP53,Affinity Capture-Western
WRN,TP53,Reconstituted Complex
BLM,TP53,Reconstituted Complex
CTNNB1,CDH11,Affinity Capture-Western
THBS1,COL3A1,Reconstituted Complex
THBS1,COL2A1,Reconstituted Complex
THBS1,COL1A1,Reconstituted Complex
THBS1,COL4A1,Reconstituted Complex
THBS1,COL5A1,Reconstituted Complex
UBTF,TAF1C,Reconstituted Complex
EPS15,AP2A1,Affinity Capture-Western
EPS15,EGFR,Affinity Capture-Western
RBX1,CDC34,Reconstituted Complex
PLAUR,IGF2R,Reconstituted Complex
MYOC,FBN1,Reconstituted Complex
SELL,CFH,Reconstituted Complex
MS4A1,LCK,Affinity Capture-Western
MS4A1,FYN,Affinity Capture-Western
KIT,KITLG,Affinity Capture-Western
MAP3K7,SMAD6,Affinity Capture-Western
PDZK1,SCARB1,Affinity Capture-Western
ICAM1,IL2RA,Affinity Capture-Western
IRS1,PTPN1,Affinity Capture-Western
CRK,BCAR1,Reconstituted Complex
CRK,PTK2,Reconstituted Complex
CRK,PXN,Reconstituted Complex
GRB2,PTK2,Reconstituted Complex
GRB2,PXN,Reconstituted Complex
GRB2,BCAR1,Reconstituted Complex
SRC,PTK2,Reconstituted Complex
SRC,PXN,Reconstituted Complex
SRC,BCAR1,Reconstituted Complex
FGFBP1,HSPG2,Two-hybrid
FGFBP1,HSPG2,Affinity Capture-Western
SYK,PAG1,Reconstituted Complex
LYN,PAG1,Reconstituted Complex
FYN,PAG1,Reconstituted Complex
SHC1,PAG1,Reconstituted Complex
GRB2,PAG1,Reconstituted Complex
LCP2,PAG1,Reconstituted Complex
PTPN6,PAG1,Reconstituted Complex
ZAP70,PAG1,Reconstituted Complex
LCK,PAG1,Reconstituted Complex
VAV1,PAG1,Reconstituted Complex
CSK,PAG1,Reconstituted Complex
LYN,TRAT1,Reconstituted Complex
FYN,TRAT1,Reconstituted Complex
GRB2,TRAT1,Reconstituted Complex
LCP2,TRAT1,Reconstituted Complex
LCK,TRAT1,Reconstituted Complex
PAG1,CSK,Affinity Capture-Western
PAG1,FYN,Affinity Capture-Western
POLR2A,PCIF1,Reconstituted Complex
POLR2A,PCIF1,Affinity Capture-Western
CD3D,CANX,Affinity Capture-Western
CTNNB1,CHUK,Affinity Capture-Western
CTNNB1,IKBKB,Affinity Capture-Western
CTNNB1,CHUK,Reconstituted Complex
CTNNB1,IKBKB,Reconstituted Complex
DAPK2,DAPK2,Affinity Capture-Western
ELMO1,DOCK1,Affinity Capture-Western
VTN,TGFB1,Reconstituted Complex
VTN,TGFB2,Reconstituted Complex
VTN,VEGFA,Reconstituted Complex
VTN,EGF,Reconstituted Complex
VTN,FGF2,Reconstituted Complex
SHC1,GRB2,Affinity Capture-Western
INSR,GRB2,Affinity Capture-Western
F10,F5,Reconstituted Complex
PTK2,EPHA2,Affinity Capture-Western
EPHA2,PTPN11,Affinity Capture-Western
CBLB,VAV1,Affinity Capture-Western
SMAD2,INSR,Two-hybrid
SMAD2,INSR,Affinity Capture-Western
